created_at,clean_text,sentiment,subjectivity,polarity
Sat Nov 02 12:32:35 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:32:34 +0000 2019,live watch rage …,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.5,0.13636363636363635
Sat Nov 02 12:32:29 +0000 2019,live watch rage …,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.5,0.13636363636363635
Sat Nov 02 12:32:16 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:32:13 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:31:58 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:31:42 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:31:33 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:31:30 +0000 2019,congratulations brodie retallick player match metres made forward…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:31:25 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:31:21 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:31:11 +0000 2019,after huge game duane vermeulen mastercard player match rugby world cup final carries so…,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:31:08 +0000 2019,my son pack luck ️ back,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:30:50 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:30:45 +0000 2019,kurt banned nyc chris banned the discord dodgers live unplayable game ea joke,"Sentiment(polarity=-0.22121212121212122, subjectivity=0.5333333333333333)",0.5333333333333333,-0.22121212121212122
Sat Nov 02 12:30:44 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:30:41 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:30:40 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:30:35 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:30:34 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:30:27 +0000 2019,the city counter attack take cookie share cookie score cookie my ucl league season https …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:30:25 +0000 2019,what think recent patch,"Sentiment(polarity=0.0, subjectivity=0.25)",0.25,0.0
Sat Nov 02 12:30:23 +0000 2019,`` remothered tormented fathers survival horror video game developed italian studio stormind games and…,"Sentiment(polarity=-0.10000000000000002, subjectivity=0.2333333333333333)",0.2333333333333333,-0.10000000000000002
Sat Nov 02 12:30:17 +0000 2019,hi guys selling account m coins +300k club i accept mean payment i sell account but…,"Sentiment(polarity=-0.3125, subjectivity=0.6875)",0.6875,-0.3125
Sat Nov 02 12:30:12 +0000 2019,cpl we looking serious players managers admins pm interested …,"Sentiment(polarity=-0.04166666666666666, subjectivity=0.5833333333333333)",0.5833333333333333,-0.04166666666666666
Sat Nov 02 12:30:07 +0000 2019,wow wow,"Sentiment(polarity=0.1, subjectivity=1.0)",1.0,0.1
Sat Nov 02 12:30:05 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:30:03 +0000 2019,welcome club politano,"Sentiment(polarity=0.8, subjectivity=0.9)",0.9,0.8
Sat Nov 02 12:30:02 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:30:00 +0000 2019,a little teaser first skill goals compilation i 'll posting tomorrow pm aest lt 3,"Sentiment(polarity=0.03125, subjectivity=0.41666666666666663)",0.41666666666666663,0.03125
Sat Nov 02 12:29:53 +0000 2019,doing little cave diving tap enlarge,"Sentiment(polarity=-0.1875, subjectivity=0.5)",0.5,-0.1875
Sat Nov 02 12:29:51 +0000 2019,games getting weird stutter like lag idk whats causing net fine idk anyone else gett…,"Sentiment(polarity=-0.027777777777777773, subjectivity=0.5)",0.5,-0.027777777777777773
Sat Nov 02 12:29:45 +0000 2019,what actual fuck i fake shot w maldini and the goal was offside https …,"Sentiment(polarity=-0.3, subjectivity=0.5666666666666667)",0.5666666666666667,-0.3
Sat Nov 02 12:29:43 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:29:42 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:29:39 +0000 2019,thoughts politano 's card case completed objectives also says requirements you…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:29:38 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:29:36 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:29:32 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:29:30 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:29:26 +0000 2019,we play ogc nice today happy starting,"Sentiment(polarity=0.4666666666666666, subjectivity=0.7000000000000001)",0.7000000000000001,0.4666666666666666
Sat Nov 02 12:29:25 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:29:22 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:29:21 +0000 2019,announcement we still looking sponsors season ocm ’ interested sponsoring cup…,"Sentiment(polarity=0.25, subjectivity=0.5)",0.5,0.25
Sat Nov 02 12:29:20 +0000 2019,two away subscribers please subscribe,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:29:19 +0000 2019,lower division aston villa confirmed place play offs -2 win bournemouth🤩 with last mi…,"Sentiment(polarity=0.4000000000000001, subjectivity=0.4888888888888889)",0.4888888888888889,0.4000000000000001
Sat Nov 02 12:29:17 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:29:10 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:29:07 +0000 2019,man i got honest couple favorite like every way 're super cool nothing needed…,"Sentiment(polarity=0.4458333333333333, subjectivity=0.8041666666666666)",0.8041666666666666,0.4458333333333333
Sat Nov 02 12:29:00 +0000 2019,we live weekend league games play where finish week …,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.5,0.13636363636363635
Sat Nov 02 12:28:57 +0000 2019,did know bronze pack method really cheap way invest click link find t…,"Sentiment(polarity=0.4, subjectivity=0.7)",0.7,0.4
Sat Nov 02 12:28:54 +0000 2019,lower division aston villa confirmed place play offs -2 win bournemouth🤩 with l…,"Sentiment(polarity=0.6000000000000001, subjectivity=0.7)",0.7,0.6000000000000001
Sat Nov 02 12:28:52 +0000 2019,a perfect hat-trick burnley sees named team week https /…,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
Sat Nov 02 12:28:45 +0000 2019,i literally love right,"Sentiment(polarity=0.39285714285714285, subjectivity=0.5678571428571428)",0.5678571428571428,0.39285714285714285
Sat Nov 02 12:28:43 +0000 2019,dear one time everyone suppose luck two times o…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:28:41 +0000 2019,halftime match goals misses penalties included my ucl season,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:28:39 +0000 2019,gettin qualifier wins …,"Sentiment(polarity=0.3, subjectivity=0.2)",0.2,0.3
Sat Nov 02 12:28:38 +0000 2019,best players 🇮🇹 ️,"Sentiment(polarity=1.0, subjectivity=0.3)",0.3,1.0
Sat Nov 02 12:28:37 +0000 2019,what entertaining match stunner adam lallana start division rivals,"Sentiment(polarity=0.5, subjectivity=0.7)",0.7,0.5
Sat Nov 02 12:28:33 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:28:31 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:28:25 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:28:23 +0000 2019,all fans 'll happy know back stock 's limited supply co…,"Sentiment(polarity=0.24285714285714288, subjectivity=0.38095238095238093)",0.38095238095238093,0.24285714285714288
Sat Nov 02 12:28:19 +0000 2019,best players 🇮🇹 ️,"Sentiment(polarity=1.0, subjectivity=0.3)",0.3,1.0
Sat Nov 02 12:28:12 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:28:07 +0000 2019,enter mystical world fight enemies bloodflys arcania the complete tale…,"Sentiment(polarity=0.1, subjectivity=0.4)",0.4,0.1
Sat Nov 02 12:28:01 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:27:52 +0000 2019,halftime match goals misses penalties included my ucl season,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:27:49 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:27:48 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:27:45 +0000 2019,hi friends first look game,"Sentiment(polarity=-0.07500000000000001, subjectivity=0.3666666666666667)",0.3666666666666667,-0.07500000000000001
Sat Nov 02 12:27:42 +0000 2019,whatever like game 've got …,"Sentiment(polarity=-0.4, subjectivity=0.4)",0.4,-0.4
Sat Nov 02 12:27:40 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:27:36 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:27:34 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:27:30 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:27:29 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:27:28 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:27:26 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:27:22 +0000 2019,overwatch medievil,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:27:10 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:27:09 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:27:05 +0000 2019,congratulations brodie retallick player match metres made forward…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:27:01 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:26:56 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:26:53 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:26:46 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:26:44 +0000 2019,…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:26:36 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:26:35 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:26:34 +0000 2019,xbox one anointed transformer shield ase level god roll borderlands …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:26:32 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:26:13 +0000 2019,announcement we still looking sponsors season ocm ’ interested sponsoring cup…,"Sentiment(polarity=0.25, subjectivity=0.5)",0.5,0.25
Sat Nov 02 12:26:10 +0000 2019,i entered console this best market check an…,"Sentiment(polarity=1.0, subjectivity=0.3)",0.3,1.0
Sat Nov 02 12:26:07 +0000 2019,thanks million great video presenting game we 're really happy liked much where you…,"Sentiment(polarity=0.3666666666666667, subjectivity=0.5583333333333335)",0.5583333333333335,0.3666666666666667
Sat Nov 02 12:26:06 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:25:56 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:25:51 +0000 2019,did know bronze pack method really cheap way invest click link find…,"Sentiment(polarity=0.4, subjectivity=0.7)",0.7,0.4
Sat Nov 02 12:25:47 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:25:42 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:25:38 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:25:34 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:25:33 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:25:32 +0000 2019,silvers already rising back prices looks like 're gon na make bank selling monday/tuesday stil…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:25:25 +0000 2019,wished `` good luck `` inevitable gif well pl…,"Sentiment(polarity=0.35, subjectivity=0.8)",0.8,0.35
Sat Nov 02 12:25:18 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:25:15 +0000 2019,another great game deep space rush developed check,"Sentiment(polarity=0.125, subjectivity=0.46249999999999997)",0.46249999999999997,0.125
Sat Nov 02 12:25:14 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:25:11 +0000 2019,my g 's great weekend amp gl fut champs not scheduled stream today ... i smell something in…,"Sentiment(polarity=0.8, subjectivity=0.75)",0.75,0.8
Sat Nov 02 12:25:00 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:24:56 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:24:48 +0000 2019,i pick which think makes trophy one kind,"Sentiment(polarity=0.6, subjectivity=0.9)",0.9,0.6
Sat Nov 02 12:24:41 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:24:40 +0000 2019,fifa download pc,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:24:31 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:24:26 +0000 2019,nearly ... think going win trophy biggest game …,"Sentiment(polarity=0.16666666666666666, subjectivity=0.4000000000000001)",0.4000000000000001,0.16666666666666666
Sat Nov 02 12:24:25 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:24:17 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:24:09 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:24:08 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:24:07 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:24:02 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:24:00 +0000 2019,overwatch medievil,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:23:59 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:23:56 +0000 2019,giveaway win 00 fifa points paypal value €100 rt follow tag friends x chance winning …,"Sentiment(polarity=0.65, subjectivity=0.575)",0.575,0.65
Sat Nov 02 12:23:55 +0000 2019,winding roads dirt rally ️ …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 12:23:53 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:23:52 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:23:38 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 12:23:35 +0000 2019,the player match – duane vermeulen the number dynamic physical relentless pr…,"Sentiment(polarity=0.0, subjectivity=0.15476190476190477)",0.15476190476190477,0.0
Sat Nov 02 12:23:32 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
